,Average_Temparature
1980-01-01,-13.79013729095459
1980-01-02,-16.479534149169922
1980-01-03,-16.494068145751953
1980-01-04,-13.521882057189941
1980-01-05,-14.379097938537598
1980-01-06,-14.891433715820312
1980-01-07,-16.041723251342773
1980-01-08,-13.735274314880371
1980-01-09,-7.527760028839111
1980-01-10,-8.953861236572266
1980-01-11,-12.672499656677246
1980-01-12,-13.54214859008789
1980-01-13,-11.915558815002441
1980-01-14,-7.992369651794434
1980-01-15,-9.111587524414062
1980-01-16,-15.70552921295166
1980-01-17,-12.175121307373047
1980-01-18,-14.259798049926758
1980-01-19,-12.463810920715332
1980-01-20,-11.010846138000488
1980-01-21,-8.118996620178223
1980-01-22,-9.424701690673828
1980-01-23,-6.5553765296936035
1980-01-24,-11.687424659729004
1980-01-25,-18.641389846801758
1980-01-26,-27.65099334716797
1980-01-27,-28.0308780670166
1980-01-28,-24.54152488708496
1980-01-29,-22.454912185668945
1980-01-30,-21.279125213623047
1980-01-31,-20.62557029724121
1980-02-01,-21.062644958496094
1980-02-02,-20.802715301513672
1980-02-03,-18.31599998474121
1980-02-04,-17.372913360595703
1980-02-05,-19.758222579956055
1980-02-06,-21.914520263671875
1980-02-07,-21.663311004638672
1980-02-08,-20.3172550201416
1980-02-09,-21.676462173461914
1980-02-10,-22.922805786132812
1980-02-11,-21.483373641967773
1980-02-12,-18.462221145629883
1980-02-13,-14.438972473144531
1980-02-14,-10.885339736938477
1980-02-15,-9.834179878234863
1980-02-16,-7.9567413330078125
1980-02-17,-9.363238334655762
1980-02-18,-10.256539344787598
1980-02-19,-9.20251750946045
1980-02-20,-4.9937286376953125
1980-02-21,-3.3116183280944824
1980-02-22,-6.065773010253906
1980-02-23,-11.234004974365234
1980-02-24,-10.29837703704834
1980-02-25,-6.855586051940918
1980-02-26,-8.721080780029297
1980-02-27,-12.384521484375
1980-02-28,-15.380703926086426
1980-02-29,-14.332704544067383
1980-03-01,-13.968005180358887
1980-03-02,-11.923812866210938
1980-03-03,-10.596420288085938
1980-03-04,-8.13117790222168
1980-03-05,-6.967911720275879
1980-03-06,-9.94981575012207
1980-03-07,-15.956242561340332
1980-03-08,-20.771738052368164
1980-03-09,-20.964340209960938
1980-03-10,-18.865081787109375
1980-03-11,-16.67901611328125
1980-03-12,-13.448473930358887
1980-03-13,-11.216768264770508
1980-03-14,-9.873556137084961
1980-03-15,-9.54736328125
1980-03-16,-6.844629287719727
1980-03-17,-9.737820625305176
1980-03-18,-10.857705116271973
1980-03-19,-10.795697212219238
1980-03-20,-9.613069534301758
1980-03-21,-5.94003438949585
1980-03-22,-2.9384539127349854
1980-03-23,-1.8501324653625488
1980-03-24,-0.7206771373748779
1980-03-25,2.8033761978149414
1980-03-26,-3.9819209575653076
1980-03-27,-9.216742515563965
1980-03-28,-10.156729698181152
1980-03-29,-8.082892417907715
1980-03-30,-6.3896965980529785
1980-03-31,-0.6807238459587097
1980-04-01,1.3570752143859863
1980-04-02,-5.519223213195801
1980-04-03,-11.472077369689941
1980-04-04,-10.94636058807373
1980-04-05,-9.187723159790039
1980-04-06,-4.888116359710693
1980-04-07,0.21217288076877594
1980-04-08,0.7831740975379944
1980-04-09,-2.1081907749176025
1980-04-10,-3.818983554840088
1980-04-11,-1.3000924587249756
1980-04-12,1.739302158355713
1980-04-13,3.9533956050872803
1980-04-14,8.257113456726074
1980-04-15,10.931962966918945
1980-04-16,6.246622085571289
1980-04-17,1.3759242296218872
1980-04-18,1.8284423351287842
1980-04-19,5.015398979187012
1980-04-20,2.3915882110595703
1980-04-21,2.8985774517059326
1980-04-22,2.679795026779175
1980-04-23,4.3570661544799805
1980-04-24,5.147922515869141
1980-04-25,3.667665481567383
1980-04-26,1.7295533418655396
1980-04-27,4.914968967437744
1980-04-28,8.948600769042969
1980-04-29,9.484264373779297
1980-04-30,2.0241456031799316
1980-05-01,-0.5709052085876465
1980-05-02,0.2956050932407379
1980-05-03,4.1856489181518555
1980-05-04,9.975326538085938
1980-05-05,9.045881271362305
1980-05-06,12.98395824432373
1980-05-07,11.90290355682373
1980-05-08,13.821352005004883
1980-05-09,12.54045581817627
1980-05-10,8.441048622131348
1980-05-11,10.67187213897705
1980-05-12,10.408559799194336
1980-05-13,10.567508697509766
1980-05-14,11.947796821594238
1980-05-15,15.229643821716309
1980-05-16,13.304865837097168
1980-05-17,12.42934513092041
1980-05-18,12.548908233642578
1980-05-19,11.062782287597656
1980-05-20,12.481663703918457
1980-05-21,10.681487083435059
1980-05-22,9.170787811279297
1980-05-23,9.524290084838867
1980-05-24,14.504541397094727
1980-05-25,19.277942657470703
1980-05-26,21.505062103271484
1980-05-27,16.288251876831055
1980-05-28,6.704726219177246
1980-05-29,4.901491165161133
1980-05-30,8.352864265441895
1980-05-31,13.452178001403809
1980-06-01,14.127573013305664
1980-06-02,14.505061149597168
1980-06-03,10.06472396850586
1980-06-04,10.423942565917969
1980-06-05,8.142717361450195
1980-06-06,7.8515944480896
1980-06-07,9.33798599243164
1980-06-08,10.233893394470215
1980-06-09,12.44650936126709
1980-06-10,14.614253044128418
1980-06-11,13.327489852905273
1980-06-12,10.99355697631836
1980-06-13,11.961729049682617
1980-06-14,14.428017616271973
1980-06-15,17.20679473876953
1980-06-16,17.864986419677734
1980-06-17,17.62054443359375
1980-06-18,17.946760177612305
1980-06-19,20.261343002319336
1980-06-20,20.88459587097168
1980-06-21,19.949054718017578
1980-06-22,17.22783088684082
1980-06-23,19.825380325317383
1980-06-24,18.5142879486084
1980-06-25,16.503023147583008
1980-06-26,13.94398021697998
1980-06-27,15.071008682250977
1980-06-28,12.609151840209961
1980-06-29,12.141714096069336
1980-06-30,11.237821578979492
1980-07-01,13.547778129577637
1980-07-02,17.050867080688477
1980-07-03,19.21882438659668
1980-07-04,19.56715965270996
1980-07-05,20.332666397094727
1980-07-06,20.430498123168945
1980-07-07,19.80745506286621
1980-07-08,17.9549503326416
1980-07-09,19.44622802734375
1980-07-10,19.18178939819336
1980-07-11,16.820219039916992
1980-07-12,13.685709953308105
1980-07-13,13.878193855285645
1980-07-14,17.402976989746094
1980-07-15,12.661290168762207
1980-07-16,13.904203414916992
1980-07-17,17.05841827392578
1980-07-18,21.38503074645996
1980-07-19,16.297449111938477
1980-07-20,13.133606910705566
1980-07-21,13.993887901306152
1980-07-22,15.87490463256836
1980-07-23,16.772415161132812
1980-07-24,18.25477409362793
1980-07-25,15.810189247131348
1980-07-26,12.697284698486328
1980-07-27,14.468332290649414
1980-07-28,14.694982528686523
1980-07-29,9.943376541137695
1980-07-30,9.481114387512207
1980-07-31,11.446404457092285
1980-08-01,14.441834449768066
1980-08-02,16.281740188598633
1980-08-03,14.74818229675293
1980-08-04,14.228652000427246
1980-08-05,15.192073822021484
1980-08-06,9.613787651062012
1980-08-07,7.960264682769775
1980-08-08,10.283109664916992
1980-08-09,11.914663314819336
1980-08-10,17.202852249145508
1980-08-11,18.94296646118164
1980-08-12,18.58394432067871
1980-08-13,17.19438934326172
1980-08-14,17.876317977905273
1980-08-15,17.285518646240234
1980-08-16,17.90325927734375
1980-08-17,17.035917282104492
1980-08-18,15.712210655212402
1980-08-19,17.20809555053711
1980-08-20,17.479019165039062
1980-08-21,19.735254287719727
1980-08-22,21.682659149169922
1980-08-23,14.793025016784668
1980-08-24,11.230524063110352
1980-08-25,12.354532241821289
1980-08-26,13.401595115661621
1980-08-27,14.057125091552734
1980-08-28,14.788561820983887
1980-08-29,15.982647895812988
1980-08-30,17.648550033569336
1980-08-31,11.533398628234863
1980-09-01,7.614156723022461
1980-09-02,10.231486320495605
1980-09-03,10.464125633239746
1980-09-04,12.033869743347168
1980-09-05,14.722111701965332
1980-09-06,17.501705169677734
1980-09-07,9.761487007141113
1980-09-08,7.647439956665039
1980-09-09,6.025489807128906
1980-09-10,8.21674633026123
1980-09-11,8.00025463104248
1980-09-12,5.172848701477051
1980-09-13,6.264291763305664
1980-09-14,8.367851257324219
1980-09-15,11.01002311706543
1980-09-16,11.114614486694336
1980-09-17,10.209314346313477
1980-09-18,9.675310134887695
1980-09-19,7.514713764190674
1980-09-20,7.761373996734619
1980-09-21,9.201484680175781
1980-09-22,9.997093200683594
1980-09-23,11.273065567016602
1980-09-24,10.917572021484375
1980-09-25,10.883492469787598
1980-09-26,13.218589782714844
1980-09-27,10.603952407836914
1980-09-28,9.132902145385742
1980-09-29,7.990102291107178
1980-09-30,2.635770559310913
1980-10-01,1.475181221961975
1980-10-02,0.9514470100402832
1980-10-03,0.29396188259124756
1980-10-04,0.35471096634864807
1980-10-05,0.4806477725505829
1980-10-06,3.3516266345977783
1980-10-07,5.209288597106934
1980-10-08,-1.904218316078186
1980-10-09,-2.0715811252593994
1980-10-10,-0.7644788026809692
1980-10-11,0.24440093338489532
1980-10-12,0.5679593682289124
1980-10-13,2.269310712814331
1980-10-14,3.1540911197662354
1980-10-15,2.1304783821105957
1980-10-16,1.8857457637786865
1980-10-17,1.1025164127349854
1980-10-18,2.621884822845459
1980-10-19,4.418638706207275
1980-10-20,4.198888778686523
1980-10-21,2.434837579727173
1980-10-22,3.2701098918914795
1980-10-23,3.9559967517852783
1980-10-24,6.19180965423584
1980-10-25,3.258178472518921
1980-10-26,-1.396195411682129
1980-10-27,-0.2073383629322052
1980-10-28,0.6622333526611328
1980-10-29,0.17089104652404785
1980-10-30,1.9301782846450806
1980-10-31,3.2207891941070557
1980-11-01,3.1203014850616455
1980-11-02,2.0563101768493652
1980-11-03,0.011204245500266552
1980-11-04,-0.8289574980735779
1980-11-05,-2.318575143814087
1980-11-06,-4.478682994842529
1980-11-07,1.5716921091079712
1980-11-08,0.04223757982254028
1980-11-09,-4.608216762542725
1980-11-10,-8.51413345336914
1980-11-11,-7.122523784637451
1980-11-12,0.8261134028434753
1980-11-13,1.2931859493255615
1980-11-14,-0.12577474117279053
1980-11-15,0.328799843788147
1980-11-16,0.8848843574523926
1980-11-17,0.0420079343020916
1980-11-18,-4.566346645355225
1980-11-19,-9.346254348754883
1980-11-20,-13.309748649597168
1980-11-21,-11.28469467163086
1980-11-22,-10.588885307312012
1980-11-23,-9.977676391601562
1980-11-24,-8.597577095031738
1980-11-25,-4.753200054168701
1980-11-26,-1.7764989137649536
1980-11-27,-0.5983622074127197
1980-11-28,-7.031172752380371
1980-11-29,-3.1717305183410645
1980-11-30,-16.898534774780273
1980-12-01,-13.522278785705566
1980-12-02,-7.918706893920898
1980-12-03,-2.6991279125213623
1980-12-04,-5.1647491455078125
1980-12-05,-10.50374984741211
1980-12-06,-12.552570343017578
1980-12-07,-12.979187965393066
1980-12-08,-8.97828197479248
1980-12-09,-6.2157487869262695
1980-12-10,-7.418629169464111
1980-12-11,-7.283144474029541
1980-12-12,-5.850793838500977
1980-12-13,-4.0853962898254395
1980-12-14,-8.406559944152832
1980-12-15,-16.46938705444336
1980-12-16,-16.248523712158203
1980-12-17,-16.616962432861328
1980-12-18,-17.574243545532227
1980-12-19,-13.100729942321777
1980-12-20,-8.777779579162598
1980-12-21,-11.566381454467773
1980-12-22,-12.80324935913086
1980-12-23,-18.639015197753906
1980-12-24,-21.097639083862305
1980-12-25,-19.79288101196289
1980-12-26,-15.799731254577637
1980-12-27,-10.363448143005371
1980-12-28,-8.794792175292969
1980-12-29,-5.181722640991211
1980-12-30,-9.661054611206055
1980-12-31,-11.044090270996094
