,Average_Temparature
1980-01-01,-22.8874568939209
1980-01-02,-25.680238723754883
1980-01-03,-27.05721092224121
1980-01-04,-24.08429718017578
1980-01-05,-24.771230697631836
1980-01-06,-23.012771606445312
1980-01-07,-24.617469787597656
1980-01-08,-28.856891632080078
1980-01-09,-28.621021270751953
1980-01-10,-24.681472778320312
1980-01-11,-25.639087677001953
1980-01-12,-28.77808952331543
1980-01-13,-31.412353515625
1980-01-14,-29.13698959350586
1980-01-15,-25.982929229736328
1980-01-16,-25.1075496673584
1980-01-17,-25.151657104492188
1980-01-18,-24.6964111328125
1980-01-19,-27.734939575195312
1980-01-20,-27.815387725830078
1980-01-21,-23.805654525756836
1980-01-22,-24.833223342895508
1980-01-23,-24.332334518432617
1980-01-24,-21.85245132446289
1980-01-25,-21.383386611938477
1980-01-26,-27.038942337036133
1980-01-27,-31.817893981933594
1980-01-28,-34.09563064575195
1980-01-29,-36.420021057128906
1980-01-30,-37.036678314208984
1980-01-31,-33.66872024536133
1980-02-01,-32.93980026245117
1980-02-02,-35.06484603881836
1980-02-03,-32.49098587036133
1980-02-04,-33.020748138427734
1980-02-05,-32.676780700683594
1980-02-06,-32.936344146728516
1980-02-07,-32.1901741027832
1980-02-08,-30.934680938720703
1980-02-09,-31.90053939819336
1980-02-10,-30.68206024169922
1980-02-11,-30.730363845825195
1980-02-12,-29.916147232055664
1980-02-13,-29.88434410095215
1980-02-14,-28.1951961517334
1980-02-15,-24.41629409790039
1980-02-16,-21.271974563598633
1980-02-17,-19.939565658569336
1980-02-18,-19.644916534423828
1980-02-19,-22.946874618530273
1980-02-20,-20.752601623535156
1980-02-21,-18.727441787719727
1980-02-22,-13.668913841247559
1980-02-23,-13.802909851074219
1980-02-24,-17.489625930786133
1980-02-25,-16.77293586730957
1980-02-26,-15.949471473693848
1980-02-27,-15.748748779296875
1980-02-28,-14.883047103881836
1980-02-29,-16.984527587890625
1980-03-01,-17.528804779052734
1980-03-02,-15.845748901367188
1980-03-03,-16.736324310302734
1980-03-04,-17.825284957885742
1980-03-05,-17.02872085571289
1980-03-06,-16.317747116088867
1980-03-07,-21.004323959350586
1980-03-08,-22.566329956054688
1980-03-09,-23.727338790893555
1980-03-10,-23.69343376159668
1980-03-11,-21.080339431762695
1980-03-12,-19.519535064697266
1980-03-13,-18.613086700439453
1980-03-14,-17.580764770507812
1980-03-15,-17.882505416870117
1980-03-16,-14.333240509033203
1980-03-17,-11.37656307220459
1980-03-18,-13.296492576599121
1980-03-19,-15.474998474121094
1980-03-20,-17.021562576293945
1980-03-21,-15.76382064819336
1980-03-22,-13.390007972717285
1980-03-23,-12.544896125793457
1980-03-24,-10.580422401428223
1980-03-25,-7.954991817474365
1980-03-26,-6.036187648773193
1980-03-27,-10.828354835510254
1980-03-28,-11.70499324798584
1980-03-29,-11.452603340148926
1980-03-30,-11.90613079071045
1980-03-31,-8.743266105651855
1980-04-01,-3.3454701900482178
1980-04-02,-4.347358226776123
1980-04-03,-11.21462345123291
1980-04-04,-12.89495849609375
1980-04-05,-13.948143005371094
1980-04-06,-10.94253158569336
1980-04-07,-7.940878391265869
1980-04-08,-2.4946820735931396
1980-04-09,-1.7340483665466309
1980-04-10,-5.292674541473389
1980-04-11,-5.673492908477783
1980-04-12,-2.6582190990448
1980-04-13,0.460720032453537
1980-04-14,2.7970340251922607
1980-04-15,4.908365249633789
1980-04-16,7.2348952293396
1980-04-17,-1.3595852851867676
1980-04-18,-3.7383642196655273
1980-04-19,0.7606898546218872
1980-04-20,1.6997579336166382
1980-04-21,1.2040092945098877
1980-04-22,0.6337623000144958
1980-04-23,3.61800479888916
1980-04-24,3.753735065460205
1980-04-25,5.772488594055176
1980-04-26,1.6270270347595215
1980-04-27,4.144338130950928
1980-04-28,7.494701385498047
1980-04-29,9.040443420410156
1980-04-30,8.620487213134766
1980-05-01,2.785036563873291
1980-05-02,-1.475685715675354
1980-05-03,1.2342934608459473
1980-05-04,4.5197224617004395
1980-05-05,6.103883743286133
1980-05-06,8.606457710266113
1980-05-07,11.849740982055664
1980-05-08,13.385019302368164
1980-05-09,16.66268539428711
1980-05-10,9.091166496276855
1980-05-11,10.847186088562012
1980-05-12,6.499172210693359
1980-05-13,5.955582618713379
1980-05-14,9.56794261932373
1980-05-15,12.557095527648926
1980-05-16,14.441926956176758
1980-05-17,12.899144172668457
1980-05-18,14.256326675415039
1980-05-19,11.910245895385742
1980-05-20,14.859234809875488
1980-05-21,12.037043571472168
1980-05-22,11.188149452209473
1980-05-23,10.475020408630371
1980-05-24,9.99693489074707
1980-05-25,16.346153259277344
1980-05-26,22.16407012939453
1980-05-27,14.916299819946289
1980-05-28,7.221895217895508
1980-05-29,5.16988468170166
1980-05-30,7.0826029777526855
1980-05-31,13.170354843139648
1980-06-01,19.13791275024414
1980-06-02,15.719036102294922
