,Average_Temparature
1980-01-01,-8.502614974975586
1980-01-02,-11.08923625946045
1980-01-03,-13.9758939743042
1980-01-04,-21.293140411376953
1980-01-05,-21.527212142944336
1980-01-06,-21.828474044799805
1980-01-07,-20.31501579284668
1980-01-08,-13.875687599182129
1980-01-09,-14.15263843536377
1980-01-10,-16.018280029296875
1980-01-11,-13.75844955444336
1980-01-12,-14.494160652160645
1980-01-13,-10.869898796081543
1980-01-14,-17.056726455688477
1980-01-15,-29.659700393676758
1980-01-16,-20.23061752319336
1980-01-17,-14.308185577392578
1980-01-18,-16.512487411499023
1980-01-19,-15.666701316833496
1980-01-20,-10.478195190429688
1980-01-21,-14.878141403198242
1980-01-22,-14.138875961303711
1980-01-23,-14.861787796020508
1980-01-24,-20.829452514648438
1980-01-25,-30.256906509399414
1980-01-26,-31.990436553955078
1980-01-27,-30.923606872558594
1980-01-28,-28.003665924072266
1980-01-29,-26.06456756591797
1980-01-30,-25.91413688659668
1980-01-31,-24.508852005004883
1980-02-01,-22.224939346313477
1980-02-02,-20.440439224243164
1980-02-03,-21.08462142944336
1980-02-04,-22.7127742767334
1980-02-05,-19.905563354492188
1980-02-06,-22.835025787353516
1980-02-07,-24.983007431030273
1980-02-08,-23.994779586791992
1980-02-09,-24.290040969848633
1980-02-10,-23.050209045410156
1980-02-11,-23.498249053955078
1980-02-12,-22.009666442871094
1980-02-13,-14.982593536376953
1980-02-14,-14.19845962524414
1980-02-15,-18.282699584960938
1980-02-16,-21.198423385620117
1980-02-17,-17.8553524017334
1980-02-18,-15.569695472717285
1980-02-19,-14.269639015197754
1980-02-20,-10.697096824645996
1980-02-21,-8.325862884521484
1980-02-22,-15.05307388305664
1980-02-23,-14.72110652923584
1980-02-24,-13.78425121307373
1980-02-25,-14.132120132446289
1980-02-26,-21.110973358154297
1980-02-27,-22.06077766418457
1980-02-28,-18.551437377929688
1980-02-29,-16.192798614501953
1980-03-01,-16.664358139038086
1980-03-02,-17.08798599243164
1980-03-03,-17.608806610107422
1980-03-04,-14.207343101501465
1980-03-05,-10.339064598083496
1980-03-06,-14.060303688049316
1980-03-07,-18.141828536987305
1980-03-08,-19.964941024780273
1980-03-09,-18.608366012573242
1980-03-10,-15.860427856445312
1980-03-11,-13.216874122619629
1980-03-12,-15.128750801086426
1980-03-13,-14.569276809692383
1980-03-14,-13.06371784210205
1980-03-15,-12.409862518310547
1980-03-16,-13.474581718444824
1980-03-17,-17.67331886291504
1980-03-18,-17.581212997436523
1980-03-19,-16.64864730834961
1980-03-20,-13.294004440307617
1980-03-21,-5.853059768676758
1980-03-22,-6.71909236907959
1980-03-23,-8.57597827911377
1980-03-24,-3.822406053543091
