,Average_Temparature
1980-01-01,-18.849857330322266
1980-01-02,-20.74504852294922
1980-01-03,-15.828943252563477
1980-01-04,-17.341371536254883
1980-01-05,-15.312173843383789
1980-01-06,-12.782441139221191
1980-01-07,-23.60964584350586
1980-01-08,-32.520389556884766
1980-01-09,-24.881580352783203
1980-01-10,-12.743935585021973
1980-01-11,-18.315502166748047
1980-01-12,-19.829782485961914
1980-01-13,-24.02953338623047
1980-01-14,-20.188467025756836
1980-01-15,-15.98179817199707
1980-01-16,-19.22024154663086
1980-01-17,-15.974201202392578
1980-01-18,-12.901127815246582
1980-01-19,-20.48557472229004
1980-01-20,-15.276512145996094
1980-01-21,-9.743378639221191
1980-01-22,-13.69121265411377
1980-01-23,-9.510164260864258
1980-01-24,-13.491280555725098
1980-01-25,-20.905445098876953
1980-01-26,-29.696683883666992
1980-01-27,-34.21249771118164
1980-01-28,-35.704044342041016
1980-01-29,-34.069496154785156
1980-01-30,-31.15627670288086
1980-01-31,-26.589130401611328
1980-02-01,-31.121484756469727
1980-02-02,-32.93095397949219
1980-02-03,-31.5485897064209
1980-02-04,-32.11869812011719
1980-02-05,-32.11189270019531
1980-02-06,-30.999683380126953
1980-02-07,-29.510047912597656
1980-02-08,-27.714984893798828
1980-02-09,-27.159578323364258
1980-02-10,-28.45969009399414
1980-02-11,-27.83451271057129
1980-02-12,-26.149673461914062
1980-02-13,-26.286226272583008
1980-02-14,-22.836225509643555
1980-02-15,-16.124792098999023
1980-02-16,-16.396883010864258
1980-02-17,-16.76939582824707
1980-02-18,-15.686710357666016
1980-02-19,-15.53636646270752
1980-02-20,-11.077508926391602
1980-02-21,-7.636229515075684
1980-02-22,-6.404362678527832
1980-02-23,-12.425162315368652
1980-02-24,-17.702754974365234
1980-02-25,-14.971220970153809
1980-02-26,-12.049408912658691
1980-02-27,-13.235808372497559
1980-02-28,-10.826506614685059
1980-02-29,-10.369736671447754
1980-03-01,-10.60493278503418
1980-03-02,-10.838785171508789
1980-03-03,-15.44157600402832
1980-03-04,-17.56122589111328
1980-03-05,-19.206140518188477
1980-03-06,-23.51331901550293
1980-03-07,-26.62563705444336
1980-03-08,-28.22703742980957
1980-03-09,-27.35560417175293
1980-03-10,-21.863483428955078
1980-03-11,-18.10576629638672
1980-03-12,-15.437604904174805
1980-03-13,-16.20083999633789
1980-03-14,-18.72474479675293
1980-03-15,-19.49045181274414
1980-03-16,-17.882015228271484
1980-03-17,-15.77486515045166
1980-03-18,-16.339771270751953
1980-03-19,-17.009328842163086
1980-03-20,-17.77183723449707
1980-03-21,-16.075361251831055
1980-03-22,-12.04007625579834
1980-03-23,-9.063166618347168
1980-03-24,-5.172644138336182
1980-03-25,0.4979519844055176
1980-03-26,-5.494436740875244
1980-03-27,-10.730978012084961
1980-03-28,-10.36201286315918
1980-03-29,-9.440352439880371
1980-03-30,-8.562553405761719
1980-03-31,-5.70383358001709
1980-04-01,-1.535851001739502
1980-04-02,-11.642745018005371
1980-04-03,-16.884565353393555
1980-04-04,-15.680362701416016
1980-04-05,-15.377311706542969
1980-04-06,-15.498237609863281
1980-04-07,-11.843724250793457
1980-04-08,-5.143249988555908
1980-04-09,-4.539270401000977
1980-04-10,-6.018863677978516
1980-04-11,-4.6751580238342285
1980-04-12,-2.3074698448181152
1980-04-13,-0.798249363899231
1980-04-14,1.378392219543457
1980-04-15,4.786211013793945
1980-04-16,1.1811269521713257
1980-04-17,-4.390279293060303
1980-04-18,-6.29470682144165
1980-04-19,-3.1900956630706787
1980-04-20,-1.3476275205612183
1980-04-21,-1.0471822023391724
1980-04-22,0.20595549046993256
1980-04-23,2.010972023010254
1980-04-24,2.7013630867004395
1980-04-25,1.326462745666504
1980-04-26,1.7437446117401123
1980-04-27,1.8249984979629517
1980-04-28,4.647622108459473
1980-04-29,6.500531196594238
1980-04-30,-0.3222881853580475
1980-05-01,-2.238313674926758
1980-05-02,-3.1109795570373535
1980-05-03,-1.6806120872497559
1980-05-04,0.1985139101743698
1980-05-05,-0.15636692941188812
1980-05-06,4.276075839996338
1980-05-07,7.78480339050293
1980-05-08,8.73998737335205
1980-05-09,4.273521423339844
1980-05-10,2.855149745941162
1980-05-11,1.2573410272598267
1980-05-12,1.2662874460220337
1980-05-13,3.1493072509765625
1980-05-14,8.080684661865234
1980-05-15,12.01383113861084
1980-05-16,7.930225849151611
1980-05-17,8.297082901000977
