,Average_Temparature
1980-01-01,-17.792184829711914
1980-01-02,-18.19761085510254
1980-01-03,-15.59878921508789
1980-01-04,-16.640705108642578
1980-01-05,-14.646656036376953
1980-01-06,-11.2095365524292
1980-01-07,-21.090559005737305
1980-01-08,-31.960006713867188
1980-01-09,-25.581113815307617
1980-01-10,-13.793147087097168
1980-01-11,-16.98296356201172
1980-01-12,-18.926061630249023
1980-01-13,-24.19758415222168
1980-01-14,-20.212329864501953
1980-01-15,-15.798548698425293
1980-01-16,-19.531803131103516
1980-01-17,-16.307029724121094
1980-01-18,-12.097305297851562
1980-01-19,-21.602197647094727
1980-01-20,-16.941020965576172
1980-01-21,-10.448010444641113
1980-01-22,-15.046308517456055
1980-01-23,-11.120172500610352
1980-01-24,-12.74188232421875
1980-01-25,-20.74652099609375
1980-01-26,-29.156909942626953
1980-01-27,-33.10604476928711
1980-01-28,-35.29368209838867
1980-01-29,-34.96245193481445
1980-01-30,-33.31208419799805
1980-01-31,-29.242361068725586
1980-02-01,-29.35643768310547
1980-02-02,-32.96760559082031
1980-02-03,-33.47857666015625
1980-02-04,-34.30482482910156
1980-02-05,-33.421329498291016
1980-02-06,-31.74711036682129
1980-02-07,-30.666473388671875
1980-02-08,-29.956043243408203
1980-02-09,-29.05411148071289
1980-02-10,-29.450361251831055
1980-02-11,-29.20781898498535
1980-02-12,-27.954723358154297
1980-02-13,-28.5506591796875
1980-02-14,-25.368919372558594
1980-02-15,-18.248310089111328
1980-02-16,-17.547767639160156
1980-02-17,-18.224504470825195
1980-02-18,-15.56456470489502
1980-02-19,-16.460731506347656
1980-02-20,-13.888444900512695
1980-02-21,-8.355720520019531
1980-02-22,-6.6532111167907715
1980-02-23,-11.089680671691895
1980-02-24,-16.803634643554688
1980-02-25,-15.957202911376953
1980-02-26,-11.454742431640625
1980-02-27,-14.095415115356445
1980-02-28,-10.655231475830078
1980-02-29,-10.268314361572266
1980-03-01,-10.464289665222168
1980-03-02,-11.409193992614746
1980-03-03,-15.796662330627441
1980-03-04,-16.75066375732422
1980-03-05,-17.881380081176758
1980-03-06,-21.19541358947754
1980-03-07,-24.03083038330078
1980-03-08,-25.9584903717041
1980-03-09,-26.422119140625
1980-03-10,-22.90488624572754
1980-03-11,-18.968605041503906
1980-03-12,-16.57853126525879
1980-03-13,-17.454410552978516
1980-03-14,-19.192276000976562
1980-03-15,-19.08879280090332
1980-03-16,-17.959278106689453
1980-03-17,-14.774402618408203
1980-03-18,-14.76490306854248
1980-03-19,-17.00516128540039
1980-03-20,-18.168004989624023
1980-03-21,-16.559133529663086
1980-03-22,-12.80225658416748
1980-03-23,-8.21169376373291
1980-03-24,-5.906428813934326
1980-03-25,-1.0790834426879883
1980-03-26,-4.307713508605957
1980-03-27,-9.43884563446045
1980-03-28,-9.573495864868164
1980-03-29,-8.21324634552002
1980-03-30,-5.66197395324707
1980-03-31,-3.8243625164031982
1980-04-01,-0.3815461993217468
1980-04-02,-10.045109748840332
1980-04-03,-15.706258773803711
1980-04-04,-13.963569641113281
1980-04-05,-13.796072959899902
1980-04-06,-13.253894805908203
1980-04-07,-10.403629302978516
1980-04-08,-3.9582228660583496
1980-04-09,-3.499610662460327
1980-04-10,-4.948034286499023
1980-04-11,-3.456108808517456
1980-04-12,-1.7157552242279053
1980-04-13,0.3143591284751892
1980-04-14,1.9418038129806519
1980-04-15,5.701988697052002
1980-04-16,2.4034175872802734
1980-04-17,-2.8370988368988037
1980-04-18,-4.840080738067627
1980-04-19,-1.3987770080566406
1980-04-20,0.04940935969352722
1980-04-21,0.799449622631073
1980-04-22,2.004359722137451
1980-04-23,3.695150852203369
1980-04-24,4.288991451263428
1980-04-25,1.9393796920776367
1980-04-26,2.6857473850250244
1980-04-27,3.8700385093688965
1980-04-28,6.743818283081055
1980-04-29,7.840903282165527
1980-04-30,0.5024172067642212
1980-05-01,-1.0726479291915894
1980-05-02,-1.7958180904388428
1980-05-03,-0.46472451090812683
1980-05-04,1.544342279434204
1980-05-05,1.3549166917800903
1980-05-06,4.64771842956543
1980-05-07,8.42478084564209
1980-05-08,10.195247650146484
1980-05-09,6.102965354919434
1980-05-10,3.9754762649536133
1980-05-11,3.51239013671875
1980-05-12,3.1385865211486816
1980-05-13,5.140386581420898
1980-05-14,9.883292198181152
1980-05-15,13.406113624572754
1980-05-16,9.518475532531738
1980-05-17,10.425341606140137
1980-05-18,9.579314231872559
1980-05-19,7.701071739196777
1980-05-20,10.538240432739258
1980-05-21,7.2938618659973145
1980-05-22,5.174861431121826
1980-05-23,8.084454536437988
1980-05-24,9.190810203552246
1980-05-25,18.272722244262695
1980-05-26,17.471843719482422
1980-05-27,9.538070678710938
1980-05-28,4.038830757141113
1980-05-29,2.931973695755005
1980-05-30,5.820838928222656
1980-05-31,11.667778968811035
1980-06-01,18.304960250854492
1980-06-02,15.556177139282227
1980-06-03,12.223893165588379
1980-06-04,10.484533309936523
1980-06-05,10.636672019958496
1980-06-06,9.493653297424316
1980-06-07,11.370200157165527
1980-06-08,12.044398307800293
1980-06-09,13.079156875610352
1980-06-10,15.160751342773438
1980-06-11,14.408883094787598
1980-06-12,13.057069778442383
1980-06-13,11.423501968383789
1980-06-14,13.390429496765137
1980-06-15,18.211116790771484
1980-06-16,19.458452224731445
1980-06-17,20.694250106811523
1980-06-18,21.592552185058594
1980-06-19,22.08672523498535
1980-06-20,22.87567901611328
1980-06-21,21.77541732788086
1980-06-22,21.16766929626465
1980-06-23,20.09087562561035
1980-06-24,15.954751014709473
1980-06-25,17.820281982421875
1980-06-26,14.245786666870117
1980-06-27,15.427976608276367
1980-06-28,11.850995063781738
1980-06-29,13.63595962524414
1980-06-30,14.820234298706055
1980-07-01,16.4959774017334
1980-07-02,17.9965877532959
1980-07-03,20.08211326599121
1980-07-04,19.954021453857422
1980-07-05,20.293943405151367
1980-07-06,21.265684127807617
1980-07-07,22.034168243408203
1980-07-08,20.34290313720703
1980-07-09,16.69454002380371
1980-07-10,18.48273468017578
1980-07-11,20.93925666809082
1980-07-12,16.60628318786621
1980-07-13,13.12868881225586
1980-07-14,15.745094299316406
1980-07-15,13.644805908203125
1980-07-16,12.358668327331543
1980-07-17,14.716300964355469
1980-07-18,17.97440528869629
1980-07-19,16.9501953125
1980-07-20,14.810711860656738
1980-07-21,14.253893852233887
1980-07-22,14.905430793762207
1980-07-23,16.104692459106445
1980-07-24,18.158340454101562
1980-07-25,20.439456939697266
1980-07-26,17.10843849182129
1980-07-27,14.004061698913574
1980-07-28,16.3101806640625
1980-07-29,11.180123329162598
1980-07-30,9.417893409729004
1980-07-31,10.753671646118164
1980-08-01,13.217692375183105
1980-08-02,15.70547866821289
1980-08-03,14.725014686584473
1980-08-04,13.159479141235352
1980-08-05,15.343157768249512
1980-08-06,14.197189331054688
1980-08-07,9.76389217376709
1980-08-08,9.661489486694336
1980-08-09,11.398018836975098
1980-08-10,12.162945747375488
1980-08-11,16.419780731201172
1980-08-12,18.95469856262207
1980-08-13,19.365976333618164
1980-08-14,16.2869873046875
1980-08-15,15.8777437210083
1980-08-16,17.73118019104004
1980-08-17,16.362720489501953
1980-08-18,15.305482864379883
1980-08-19,12.819490432739258
1980-08-20,11.883299827575684
1980-08-21,14.558724403381348
1980-08-22,17.508193969726562
1980-08-23,19.67725944519043
1980-08-24,14.658134460449219
1980-08-25,15.450359344482422
1980-08-26,16.671337127685547
1980-08-27,14.493317604064941
1980-08-28,12.2951078414917
1980-08-29,12.035639762878418
1980-08-30,12.567599296569824
1980-08-31,13.305318832397461
1980-09-01,7.723734378814697
1980-09-02,9.265435218811035
